Entry_Time,Exit_Time,Direction,Entry_Price,Exit_Price,SL,TP,Pips,Result,Confidence,AI_Reasoning,RAG_Context,Graph_Context
2026-05-06 16:30:00,2026-05-06 16:55:00,LONG,4687.43,4681.43,4681.43,4699.43,-600.0,LOSS,82,"SAFEPATH detected with 80.4% win rate in NY_London_Overlap breakouts, despite RAG showing mixed outcomes (one chop match), the high-confidence topological path overrides with strong bullish precedent in similar conditions.",--- MATCH #1 (Distance: 0.0010) --- | PAST TAPE: [16:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-6.22 pts) | DXY is Rising | Volatility: 4.36 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+8.45 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [16:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-14.25 pts) | DXY is Rising | Volatility: 4.39 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-08 13:25:00,2026-05-08 13:30:00,LONG,4726.52,4734.52,4722.52,4734.52,800.0,WIN,92,"NY_London_Overlap with bullish 1H trend, rising DXY, and historical precedents showing strong bullish continuation (avg +15.34 pts) align with the highest win-rate Neutral Path (57.1%).",--- MATCH #1 (Distance: 0.0017) --- | PAST TAPE: [13:20 UTC] Session: NY London Overlap | 1H Trend: Bullish (+2.16 pts) | DXY is Rising | Volatility: 8.15 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+24.03 pts) |  | --- MATCH #2 (Distance: 0.0021) --- | PAST TAPE: [13:15 UTC] Session: NY London Overlap | 1H Trend: Bullish (+1.75 pts) | DXY is Rising | Volatility: 8.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.64 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Medium_SL (57.1% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (52.4% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (55.8% Win Rate)
2026-05-08 14:40:00,2026-05-08 14:45:00,LONG,4722.16,4716.16,4716.16,4734.16,-600.0,LOSS,78,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout alignment, despite mixed RAG outcomes, as the dominant bullish continuation precedent (Match #1) outweighs the bearish reversal (Match #2) in this high-volatility, DXY-rising regime.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [16:15 UTC] Session: NY London Overlap | 1H Trend: Bearish (-13.86 pts) | DXY is Rising | Volatility: 5.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+22.24 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [14:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.82 pts) | DXY is Rising | Volatility: 9.46 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-20.56 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-08 15:15:00,2026-05-08 16:30:00,LONG,4706.52,4718.52,4700.52,4718.52,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout setup, supported by RAG precedent of bullish continuation despite bearish 1H trend and rising DXY.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [15:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-20.56 pts) | DXY is Rising | Volatility: 10.01 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+5.10 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [15:45 UTC] Session: NY London Overlap | 1H Trend: Bearish (-28.67 pts) | DXY is Rising | Volatility: 18.74 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-14.73 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 13:15:00,2026-05-12 13:35:00,LONG,4685.28,4697.28,4679.28,4697.28,1200.0,WIN,78,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout into rising DXY and bearish 1H trend, despite RAG showing mixed outcomes (1 strong continuation, 1 chop).",--- MATCH #1 (Distance: 0.0009) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts) |  | --- MATCH #2 (Distance: 0.0011) --- | PAST TAPE: [13:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-21.31 pts) | DXY is Rising | Volatility: 7.15 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 13:45:00,2026-05-12 13:55:00,SHORT,4692.22,4680.22,4698.22,4680.22,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with bearish 1H trend and rising DXY, despite chop in RAG context—NY_London_Overlap aligns with breakout strategy.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [13:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-3.96 pts) | DXY is Rising | Volatility: 8.59 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-13.39 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [13:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.54 pts) | DXY is Rising | Volatility: 8.51 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 14:50:00,2026-05-12 14:55:00,LONG,4676.55,4670.55,4670.55,4688.55,-600.0,LOSS,92,"SAFEPATH detected (80.4% win rate) with strong RAG precedent for bullish continuation in NY_London_Overlap during bearish 1H trend + falling DXY, despite moderate volatility.",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [13:15 UTC] Session: NY London Overlap | 1H Trend: Bearish (-15.19 pts) | DXY is Falling | Volatility: 8.41 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+9.05 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [14:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.45 pts) | DXY is Falling | Volatility: 8.23 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 15:15:00,2026-05-12 15:20:00,SHORT,4662.04,4650.04,4668.04,4650.04,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with bearish continuation precedence in NY_London_Overlap despite mixed RAG outcomes, aligning with current DXY strength and volatility.",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [15:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-8.10 pts) | DXY is Rising | Volatility: 8.18 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-6.42 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 15:30:00,2026-05-12 17:00:00,LONG,4662.81,4674.81,4656.81,4674.81,1200.0,WIN,82,"SAFEPATH detected (80.4% win rate) in NY_London_Overlap with breakout strategy, despite RAG showing chop/consolidation precedent, as the high-confidence path overrides chop risk.",--- MATCH #1 (Distance: -0.0000) --- | PAST TAPE: [15:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-20.56 pts) | DXY is Rising | Volatility: 10.01 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+5.10 pts) |  | --- MATCH #2 (Distance: 0.0011) --- | PAST TAPE: [15:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-20.23 pts) | DXY is Rising | Volatility: 10.08 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-13 14:05:00,2026-05-13 14:30:00,LONG,4677.96,4689.96,4671.96,4689.96,1200.0,WIN,82,"SAFEPATH detected (80.4% win rate) in NY_London_Overlap with bearish trend and DXY weakness, despite RAG showing mixed chop/continuation outcomes.",--- MATCH #1 (Distance: 0.0017) --- | PAST TAPE: [14:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-7.64 pts) | DXY is Falling | Volatility: 8.26 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION |  | --- MATCH #2 (Distance: 0.0018) --- | PAST TAPE: [15:00 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.62 pts) | DXY is Falling | Volatility: 7.82 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+5.79 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-14 13:15:00,2026-05-14 13:30:00,LONG,4692.71,4686.71,4686.71,4704.71,-600.0,LOSS,92,"SAFEPATH detected (80.4% win rate) with strong historical precedents of bullish continuations during NY_London_Overlap breakouts, despite bearish 1H trend, aligning with DXY strength and elevated volatility.",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [13:35 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.83 pts) | DXY is Rising | Volatility: 6.40 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+12.26 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [13:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-6.35 pts) | DXY is Rising | Volatility: 8.87 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.13 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-15 13:40:00,2026-05-15 13:45:00,LONG,4519.79,4513.79,4513.79,4531.79,-600.0,LOSS,78,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout alignment, despite RAG showing mixed outcomes (chop vs. strong continuation), but no overwhelming reversal signals.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [13:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-21.31 pts) | DXY is Rising | Volatility: 7.15 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-15 15:30:00,2026-05-15 16:05:00,SHORT,4543.95,4531.95,4549.95,4531.95,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with strong bearish reversal precedent (Match #1) despite mixed RAG outcomes, aligning with NY_London_Overlap breakout dynamics and DXY-driven momentum.",--- MATCH #1 (Distance: 0.0008) --- | PAST TAPE: [15:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-8.10 pts) | DXY is Rising | Volatility: 8.18 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-6.42 pts) |  | --- MATCH #2 (Distance: 0.0011) --- | PAST TAPE: [14:50 UTC] Session: NY London Overlap | 1H Trend: Bearish (-17.85 pts) | DXY is Rising | Volatility: 11.30 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+16.52 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-19 14:00:00,2026-05-19 14:05:00,SHORT,4510.14,4498.14,4516.14,4498.14,1200.0,WIN,78,"SAFEPATH detected (80.4% win rate) with bearish 1H trend and DXY strength, despite RAG showing chop in some precedents.",--- MATCH #1 (Distance: 0.0018) --- | PAST TAPE: [14:00 UTC] Session: NY London Overlap | 1H Trend: Bearish (-9.98 pts) | DXY is Rising | Volatility: 12.23 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-8.67 pts) |  | --- MATCH #2 (Distance: 0.0019) --- | PAST TAPE: [14:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-11.91 pts) | DXY is Rising | Volatility: 11.68 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-19 14:10:00,2026-05-19 14:20:00,LONG,4492.27,4486.27,4486.27,4504.27,-600.0,LOSS,92,"SAFEPATH detected (80.4% win rate) with strong RAG precedent for bullish continuation despite bearish 1H trend, validated by NY_London_Overlap session and rising DXY volatility.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [16:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-17.66 pts) | DXY is Rising | Volatility: 11.82 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+8.33 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [14:50 UTC] Session: NY London Overlap | 1H Trend: Bearish (-17.85 pts) | DXY is Rising | Volatility: 11.30 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+16.52 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-19 15:35:00,2026-05-19 16:05:00,LONG,4503.04,4499.04,4499.04,4511.04,-400.0,LOSS,78,"NY_London_Overlap with bullish 1H trend, falling DXY, and strong historical precedent for continuation (Match #1) despite chop risk (Match #2) aligns with the highest win-rate Neutral Path (57.1%).",--- MATCH #1 (Distance: 0.0016) --- | PAST TAPE: [15:15 UTC] Session: NY London Overlap | 1H Trend: Bullish (+13.17 pts) | DXY is Falling | Volatility: 5.72 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+12.30 pts) |  | --- MATCH #2 (Distance: 0.0017) --- | PAST TAPE: [14:35 UTC] Session: NY London Overlap | 1H Trend: Bullish (+35.55 pts) | DXY is Falling | Volatility: 11.82 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Medium_SL (57.1% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (52.4% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (55.8% Win Rate)
2026-05-20 13:35:00,2026-05-20 14:05:00,LONG,4485.07,4479.07,4479.07,4497.07,-600.0,LOSS,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout in bearish trend + DXY weakness, despite mixed RAG outcomes favoring bullish continuation in 2/3 matches.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [13:45 UTC] Session: NY London Overlap | 1H Trend: Bearish (-16.03 pts) | DXY is Falling | Volatility: 6.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+34.82 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [14:55 UTC] Session: NY London Overlap | 1H Trend: Bearish (-18.12 pts) | DXY is Falling | Volatility: 6.35 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-8.09 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-20 14:35:00,2026-05-20 14:40:00,LONG,4523.24,4519.24,4519.24,4531.24,-400.0,LOSS,92,"NY_London_Overlap with bullish 1H trend (+38.17 pts), falling DXY, and strong RAG precedents (99.9% match) aligns with the highest win-rate Neutral Path (57.1% Medium_SL), while volatility (10.83) confirms liquidity.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [14:45 UTC] Session: NY London Overlap | 1H Trend: Bullish (+34.82 pts) | DXY is Falling | Volatility: 10.92 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+15.26 pts) |  | --- MATCH #2 (Distance: 0.0011) --- | PAST TAPE: [14:45 UTC] Session: NY London Overlap | 1H Trend: Bullish (+18.28 pts) | DXY is Falling | Volatility: 7.37 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+21.58 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Medium_SL (57.1% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (52.4% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (55.8% Win Rate)
2026-05-20 16:20:00,2026-05-20 16:40:00,SHORT,4525.7,4531.7,4531.7,4513.7,-600.0,LOSS,85,"SAFEPATH detected (80.4% win rate) with bearish 1H trend and rising DXY, despite mixed RAG outcomes (one strong reversal, one continuation), the topological graph strongly favors short-side breakouts in this session.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [15:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-8.10 pts) | DXY is Rising | Volatility: 8.18 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-6.42 pts) |  | --- MATCH #2 (Distance: 0.0017) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
